1,1,0,20963
1,1,1,0
1,1,2,0
1,1,3,0
1,1,4,32285
1,1,5,0
1,1,6,16326
1,1,7,5141
1,1,8,0
1,1,9,4879
1,1,10,26070
1,1,11,0
1,1,12,0
1,1,13,30809
1,1,14,0
1,1,15,30238
1,1,16,1745
1,1,17,23726
1,1,18,21179
1,1,19,0
1,1,20,0
1,1,21,0
1,1,22,0
1,1,23,0
2,1,0,31051
2,1,1,0
2,1,2,0
2,1,3,0
2,1,4,0
2,1,5,0
2,1,6,0
2,1,7,0
1,2,0,1332
1,2,1,20215
1,2,2,0
1,2,3,0
1,2,4,18006
1,2,5,809
1,2,6,0
1,2,7,25262
1,2,8,30657
1,2,9,0
1,2,10,0
1,2,11,0
1,2,12,0
1,2,13,29266
1,2,14,1506
1,2,15,881
1,2,16,24125
1,2,17,6527
1,2,18,0
2,2,0,33071
2,2,1,0
2,2,2,0
2,2,3,1280
2,2,4,0
1,3,0,697
1,3,1,0
1,3,2,0
1,3,3,0
1,3,4,0
1,3,5,0
1,3,6,0
1,3,7,0
1,3,8,30164
1,3,9,0
1,3,10,0
1,3,11,0
1,3,12,0
1,3,13,7791
1,3,14,1139
1,3,15,25248
1,3,16,0
1,3,17,0
1,3,18,0
2,3,0,4814
2,3,1,0
2,3,2,943
2,3,3,0
2,3,4,6863
2,3,5,0
2,3,6,0
2,3,7,5052
2,3,8,0
2,3,9,16067
2,3,10,0
2,3,11,8211
2,3,12,0
2,3,13,0
2,3,14,0
2,3,15,24330
2,3,16,1760
2,3,17,0
2,3,18,0
2,3,19,0
2,3,20,7316
2,3,21,0
2,3,22,0
2,3,23,0
2,3,24,256
2,3,25,0
2,3,26,0
1,4,0,24043
1,4,1,5888
1,4,2,28987
1,4,3,16093
1,4,4,8412
1,4,5,114
1,4,6,6316
1,4,7,3322
1,4,8,2593
1,4,9,32952
1,4,10,4970
1,4,11,4824
1,4,12,0
1,4,13,7161
1,4,14,22483
1,4,15,0
2,4,0,17439
2,4,1,0
2,4,2,0
2,4,3,850
2,4,4,6360
2,4,5,31183
2,4,6,1734
2,4,7,17733
2,4,8,18835
2,4,9,1517
2,4,10,846
2,4,11,31663
2,4,12,5012
2,4,13,2259
2,4,14,4319
2,4,15,23988
2,4,16,2688
2,4,17,5093
2,4,18,2939
2,4,19,941
2,4,20,0
2,4,21,4201
2,4,22,0
2,4,23,8584
2,4,24,537
2,4,25,4907
2,4,26,17439
2,4,27,0
2,4,28,24590
2,4,29,4895
2,4,30,8942
2,4,31,0
2,4,32,32559
2,4,33,0
2,4,34,0
2,4,35,28546
2,4,36,0
1,5,0,28367
1,5,1,0
1,5,2,0
1,5,3,6912
1,5,4,0
1,5,5,4750
1,5,6,0
1,5,7,0
2,5,0,2740
2,5,1,5679
2,5,2,1745
2,5,3,1139
2,5,4,30809
2,5,5,34219
2,5,6,4949
2,5,7,0
2,5,8,0
2,5,9,143
2,5,10,2862
2,5,11,33991
2,5,12,32876
2,5,13,1230
2,5,14,2340
2,5,15,5297
2,5,16,21064
2,5,17,932
2,5,18,26414
2,5,19,1005
2,5,20,5036
2,5,21,4842
2,5,22,27124
2,5,23,18887
2,5,24,1751
2,5,25,4926
2,5,26,3357
2,5,27,5532
2,5,28,0
2,5,29,22296
2,5,30,29250
2,5,31,31663
2,5,32,892
2,5,33,1605
2,5,34,4875
2,5,35,4978
2,5,36,644
2,5,37,0
2,5,38,1594
2,5,39,5532
2,5,40,7374
2,5,41,0
2,5,42,1017
2,5,43,6378
2,5,44,5407
2,5,45,205
2,5,46,1228
2,5,47,962
2,5,48,29943
2,5,49,836
2,5,50,4618
2,5,51,29204
2,5,52,5092
2,5,53,5141
2,5,54,930
2,5,55,1332
2,5,56,0
2,5,57,562
2,5,58,997
2,5,59,0
