1; 1; 1; 5111
1; 1; 2; 5204
1; 1; 3; 6316
1; 1; 4; 28315
1; 1; 5; 4985
1; 1; 6; 5141
1; 1; 7; 4773
1; 1; 8; 5856
1; 1; 9; 34878
1; 1; 10; 29266
1; 1; 11; 4911
1; 1; 12; 32102
1; 1; 13; 30229
1; 1; 14; 5049
1; 1; 15; 7740
1; 1; 16; 2306
1; 1; 17; 31679
1; 1; 18; 20010
1; 1; 19; 4796
1; 1; 20; 5082
1; 1; 21; 6144
1; 1; 22; 31913
1; 1; 23; 5564
1; 1; 24; 1875
1; 1; 25; 1876
1; 1; 26; 5142
1; 1; 27; 6272
1; 1; 28; 30238
1; 1; 29; 4816
1; 1; 30; 16607
1; 1; 31; 4895
1; 1; 32; 338
1; 1; 33; 5861
1; 1; 34; 2697
1; 1; 35; 5050
1; 1; 36; 7308
1; 1; 37; 122
1; 1; 38; 24120
1; 1; 39; 7953
1; 1; 40; 5017
1; 1; 41; 4763
1; 1; 42; 27613
1; 1; 43; 5407
1; 1; 44; 4988
1; 1; 45; 4956
1; 1; 46; 8030
1; 1; 47; 6289
1; 1; 48; 4852
1; 1; 49; 31663
1; 1; 50; 31661
1; 1; 51; 31658
1; 1; 52; 4907
1; 1; 53; 5232
1; 1; 54; 6168
1; 1; 55; 34762
1; 1; 56; 4878
1; 1; 57; 5139
1; 1; 58; 7753
1; 1; 59; 4234
1; 1; 60; 31151
1; 1; 61; 30824
1; 1; 62; 7980
1; 1; 63; 34612
1; 1; 64; 508
1; 1; 65; 7505
1; 1; 66; 4487
1; 1; 67; 733
1; 1; 68; 23922
1; 1; 69; 7097
1; 1; 70; 7791
1; 1; 71; 783
1; 1; 72; 1213
1; 1; 73; 997
1; 1; 74; 1174
1; 1; 75; 33840
1; 1; 76; 23391
1; 1; 77; 1007
1; 1; 78; 141
1; 1; 79; 574
1; 1; 80; 571
1; 1; 81; 8234
1; 1; 82; 5229
1; 1; 83; 32876
1; 1; 84; 33206
1; 1; 85; 6478
1; 1; 86; 7714
1; 1; 87; 6955
1; 1; 88; 26046
1; 1; 89; 768
1; 1; 90; 23110
1; 1; 91; 584
1; 1; 92; 23155
1; 1; 93; 1000
1; 1; 94; 2652
1; 1; 95; 1063
1; 1; 96; 33781
1; 1; 97; 25584
1; 1; 98; 3295
1; 1; 99; 23702
1; 1; 100; 6139
1; 1; 101; 4358
1; 1; 102; 853
1; 1; 103; 0
1; 1; 104; 0
2; 1; 1; 28899
2; 1; 2; 33346
2; 1; 3; 7774
2; 1; 4; 33236
2; 1; 5; 31020
2; 1; 6; 33666
2; 1; 7; 0
2; 1; 8; 23728
2; 1; 9; 8418
2; 1; 10; 3292
2; 1; 11; 4935
2; 1; 12; 2682
2; 1; 13; 4910
2; 1; 14; 2949
2; 1; 15; 4987
2; 1; 16; 31461
2; 1; 17; 5202
2; 1; 18; 3205
2; 1; 19; 29921
2; 1; 20; 17201
2; 1; 21; 6286
2; 1; 22; 4750
2; 1; 23; 5224
2; 1; 24; 26079
2; 1; 25; 2314
2; 1; 26; 3046
2; 1; 27; 21701
2; 1; 28; 25195
2; 1; 29; 20621
2; 1; 30; 31023
2; 1; 31; 33425
2; 1; 32; 5221
2; 1; 33; 30710
2; 1; 34; 32606
2; 1; 35; 5219
2; 1; 36; 24078
2; 1; 37; 3349
2; 1; 38; 3018
2; 1; 39; 4974
2; 1; 40; 795
2; 1; 41; 5215
2; 1; 42; 5037
2; 1; 43; 19000
2; 1; 44; 1188
2; 1; 45; 996
2; 1; 46; 5878
2; 1; 47; 1303
2; 1; 48; 32109
2; 1; 49; 5473
2; 1; 50; 23880
2; 1; 51; 7083
2; 1; 52; 21094
2; 1; 53; 4088
2; 1; 54; 33904
2; 1; 55; 7133
2; 1; 56; 33827
2; 1; 57; 697
2; 1; 58; 33985
2; 1; 59; 891
2; 1; 60; 32973
2; 1; 61; 17541
2; 1; 62; 3134
2; 1; 63; 785
2; 1; 64; 1264
2; 1; 65; 24044
2; 1; 66; 24046
2; 1; 67; 34050
2; 1; 68; 25465
2; 1; 69; 1280
2; 1; 70; 1269
2; 1; 71; 18009
2; 1; 72; 29839
2; 1; 73; 5036
2; 1; 74; 1268
2; 1; 75; 30825
2; 1; 76; 31156
2; 1; 77; 1506
2; 1; 78; 34366
2; 1; 79; 1273
2; 1; 80; 2939
2; 1; 81; 1278
2; 1; 82; 8497
2; 1; 83; 5793
2; 1; 84; 23037
2; 1; 85; 31441
2; 1; 86; 5970
2; 1; 87; 8033
2; 1; 88; 835
2; 1; 89; 7646
2; 1; 90; 7009
2; 1; 91; 956
2; 1; 92; 2741
2; 1; 93; 0
1; 2; 1; 7772
1; 2; 2; 5226
1; 2; 3; 6587
1; 2; 4; 7104
1; 2; 5; 325
1; 2; 6; 5636
1; 2; 7; 1181
1; 2; 8; 5787
1; 2; 9; 2353
1; 2; 10; 5729
1; 2; 11; 18
1; 2; 12; 1407
1; 2; 13; 4875
1; 2; 14; 34739
1; 2; 15; 3003
1; 2; 16; 30152
1; 2; 17; 25969
1; 2; 18; 5351
1; 2; 19; 15825
1; 2; 20; 4766
1; 2; 21; 5178
1; 2; 22; 898
1; 2; 23; 5146
1; 2; 24; 25100
1; 2; 25; 24125
1; 2; 26; 5011
1; 2; 27; 1826
1; 2; 28; 4755
1; 2; 29; 34841
1; 2; 30; 8327
1; 2; 31; 16697
1; 2; 32; 6136
1; 2; 33; 26064
1; 2; 34; 5127
1; 2; 35; 7541
1; 2; 36; 6603
1; 2; 37; 5052
1; 2; 38; 4903
1; 2; 39; 31548
1; 2; 40; 32285
1; 2; 41; 4970
1; 2; 42; 19697
1; 2; 43; 25678
1; 2; 44; 8141
1; 2; 45; 5116
1; 2; 46; 19087
1; 2; 47; 5107
1; 2; 48; 5109
1; 2; 49; 19155
1; 2; 50; 5061
1; 2; 51; 28125
1; 2; 52; 29250
1; 2; 53; 2334
1; 2; 54; 895
1; 2; 55; 4879
1; 2; 56; 4350
1; 2; 57; 5005
1; 2; 58; 5015
1; 2; 59; 4753
1; 2; 60; 15458
1; 2; 61; 2316
1; 2; 62; 29509
1; 2; 63; 4958
1; 2; 64; 1728
1; 2; 65; 5092
1; 2; 66; 5362
1; 2; 67; 5189
1; 2; 68; 17095
1; 2; 69; 32778
1; 2; 70; 20793
1; 2; 71; 576
1; 2; 72; 5788
1; 2; 73; 30968
1; 2; 74; 4904
1; 2; 75; 2621
1; 2; 76; 22342
1; 2; 77; 1772
1; 2; 78; 6865
1; 2; 79; 1824
1; 2; 80; 5339
1; 2; 81; 15940
1; 2; 82; 4798
1; 2; 83; 34679
1; 2; 84; 1732
1; 2; 85; 4978
1; 2; 86; 5006
1; 2; 87; 28289
1; 2; 88; 4772
1; 2; 89; 4957
1; 2; 90; 8412
1; 2; 91; 5058
1; 2; 92; 5832
1; 2; 93; 5983
1; 2; 94; 5175
1; 2; 95; 5176
1; 2; 96; 5239
1; 2; 97; 4945
1; 2; 98; 5144
1; 2; 99; 5152
1; 2; 100; 4608
1; 2; 101; 5571
1; 2; 102; 5140
1; 2; 103; 29035
1; 2; 104; 4824
1; 2; 105; 4857
1; 2; 106; 5190
1; 2; 107; 8319
1; 2; 108; 6395
1; 2; 109; 4801
1; 2; 110; 5804
1; 2; 111; 4981
1; 2; 112; 5038
1; 2; 113; 0
1; 2; 114; 21064
1; 2; 115; 810
1; 2; 116; 843
1; 2; 117; 945
1; 2; 118; 1640
1; 2; 119; 1566
1; 2; 120; 3238
1; 2; 121; 24163
1; 2; 122; 4334
1; 2; 123; 3329
1; 2; 124; 809
1; 2; 125; 865
1; 2; 126; 22341
1; 2; 127; 33318
1; 2; 128; 16472
1; 2; 129; 18716
1; 2; 130; 946
1; 2; 131; 33839
1; 2; 132; 25649
1; 2; 133; 29943
1; 2; 134; 30243
1; 2; 135; 30351
1; 2; 136; 30160
1; 2; 137; 30186
1; 2; 138; 34197
1; 2; 139; 30352
1; 2; 140; 33003
1; 2; 141; 32949
1; 2; 142; 31189
1; 2; 143; 30190
1; 2; 144; 34825
1; 2; 145; 30218
1; 2; 146; 23988
1; 2; 147; 940
1; 2; 148; 4721
1; 2; 149; 952
1; 2; 150; 944
1; 2; 151; 962
1; 2; 152; 18715
1; 2; 153; 696
1; 2; 154; 29911
1; 2; 155; 19375
1; 2; 156; 1583
1; 2; 157; 32300
1; 2; 158; 550
1; 2; 159; 7477
1; 2; 160; 34650
1; 2; 161; 23726
1; 2; 162; 34646
1; 2; 163; 5264
1; 2; 164; 33947
1; 2; 165; 620
1; 2; 166; 25248
1; 2; 167; 552
1; 2; 168; 2188
1; 2; 169; 0
2; 2; 1; 33104
2; 2; 2; 6828
2; 2; 3; 3348
2; 2; 4; 18837
2; 2; 5; 812
2; 2; 6; 4319
2; 2; 7; 1518
2; 2; 8; 34544
2; 2; 9; 30157
2; 2; 10; 8971
2; 2; 11; 2483
2; 2; 12; 29975
2; 2; 13; 3330
2; 2; 14; 32079
2; 2; 15; 1336
2; 2; 16; 205
2; 2; 17; 1255
2; 2; 18; 32864
2; 2; 19; 1066
2; 2; 20; 2714
2; 2; 21; 20419
2; 2; 22; 4779
2; 2; 23; 23106
2; 2; 24; 22253
2; 2; 25; 868
2; 2; 26; 1247
2; 2; 27; 32096
2; 2; 28; 859
2; 2; 29; 31801
2; 2; 30; 1246
2; 2; 31; 24705
2; 2; 32; 6260
2; 2; 33; 31588
2; 2; 34; 1241
2; 2; 35; 20533
2; 2; 36; 935
2; 2; 37; 23955
2; 2; 38; 31152
2; 2; 39; 15180
2; 2; 40; 16759
2; 2; 41; 34669
2; 2; 42; 1602
2; 2; 43; 1065
2; 2; 44; 881
2; 2; 45; 1015
2; 2; 46; 1064
2; 2; 47; 8363
2; 2; 48; 7747
2; 2; 49; 1040
2; 2; 50; 25745
2; 2; 51; 16132
2; 2; 52; 880
2; 2; 53; 34424
2; 2; 54; 7374
2; 2; 55; 8233
2; 2; 56; 28007
2; 2; 57; 1335
2; 2; 58; 7472
2; 2; 59; 19770
2; 2; 60; 950
2; 2; 61; 948
2; 2; 62; 949
2; 2; 63; 658
2; 2; 64; 1008
2; 2; 65; 4881
2; 2; 66; 32950
2; 2; 67; 33953
2; 2; 68; 15093
2; 2; 69; 4340
2; 2; 70; 4953
2; 2; 71; 2340
2; 2; 72; 1200
2; 2; 73; 981
2; 2; 74; 5908
2; 2; 75; 19950
2; 2; 76; 5576
2; 2; 77; 993
2; 2; 78; 2524
2; 2; 79; 24257
2; 2; 80; 943
2; 2; 81; 32746
2; 2; 82; 28043
2; 2; 83; 32952
2; 2; 84; 34389
2; 2; 85; 33740
2; 2; 86; 31047
2; 2; 87; 17439
2; 2; 88; 29973
2; 2; 89; 30758
2; 2; 90; 9016
2; 2; 91; 30199
2; 2; 92; 5298
2; 2; 93; 31905
2; 2; 94; 941
2; 2; 95; 942
2; 2; 96; 30934
2; 2; 97; 597
2; 2; 98; 644
2; 2; 99; 964
2; 2; 100; 24119
2; 2; 101; 23982
2; 2; 102; 7205
2; 2; 103; 1005
2; 2; 104; 951
2; 2; 105; 25743
2; 2; 106; 8369
2; 2; 107; 28987
2; 2; 108; 8669
2; 2; 109; 31051
2; 2; 110; 32985
2; 2; 111; 927
2; 2; 112; 0
2; 2; 113; 0
1; 3; 1; 0
1; 3; 2; 358
1; 3; 3; 4842
1; 3; 4; 28495
1; 3; 5; 2839
1; 3; 6; 1594
1; 3; 7; 34672
1; 3; 8; 3223
1; 3; 9; 25188
1; 3; 10; 6503
1; 3; 11; 31658
1; 3; 12; 31661
1; 3; 13; 32823
1; 3; 14; 31663
1; 3; 15; 8361
1; 3; 16; 4524
1; 3; 17; 24322
1; 3; 18; 29204
1; 3; 19; 6912
1; 3; 20; 30242
1; 3; 21; 4367
1; 3; 22; 33954
1; 3; 23; 29246
1; 3; 24; 256
1; 3; 25; 21300
1; 3; 26; 8331
1; 3; 27; 24358
1; 3; 28; 930
1; 3; 29; 1223
1; 3; 30; 30382
1; 3; 31; 844
1; 3; 32; 162
1; 3; 33; 7979
1; 3; 34; 7137
1; 3; 35; 8269
1; 3; 36; 25341
1; 3; 37; 17379
1; 3; 38; 23890
1; 3; 39; 22483
1; 3; 40; 7720
1; 3; 41; 27692
1; 3; 42; 701
1; 3; 43; 20412
1; 3; 44; 7070
1; 3; 45; 1731
1; 3; 46; 17665
1; 3; 47; 16093
1; 3; 48; 1013
1; 3; 49; 34306
1; 3; 50; 23990
1; 3; 51; 642
1; 3; 52; 817
1; 3; 53; 33996
1; 3; 54; 1522
1; 3; 55; 25586
1; 3; 56; 7706
1; 3; 57; 8409
1; 3; 58; 6094
1; 3; 59; 5762
1; 3; 60; 23862
1; 3; 61; 6813
1; 3; 62; 21839
1; 3; 63; 24590
1; 3; 64; 34331
1; 3; 65; 5185
1; 3; 66; 984
1; 3; 67; 26763
1; 3; 68; 846
1; 3; 69; 25505
1; 3; 70; 3115
1; 3; 71; 24164
1; 3; 72; 1526
1; 3; 73; 1139
1; 3; 74; 31485
1; 3; 75; 2212
1; 3; 76; 32127
1; 3; 77; 34593
1; 3; 78; 2259
1; 3; 79; 7437
1; 3; 80; 1720
1; 3; 81; 28061
1; 3; 82; 5303
1; 3; 83; 15631
1; 3; 84; 23795
1; 3; 85; 7040
1; 3; 86; 449
1; 3; 87; 537
1; 3; 88; 573
1; 3; 89; 1517
1; 3; 90; 7315
1; 3; 91; 1155
1; 3; 92; 7011
1; 3; 93; 22825
1; 3; 94; 624
1; 3; 95; 31188
1; 3; 96; 7730
1; 3; 97; 32735
1; 3; 98; 2740
1; 3; 99; 4354
1; 3; 100; 622
1; 3; 101; 25262
1; 3; 102; 6248
1; 3; 103; 7237
1; 3; 104; 0
2; 3; 1; 33666
2; 3; 2; 24021
2; 3; 3; 19836
2; 3; 4; 5063
2; 3; 5; 3140
2; 3; 6; 603
2; 3; 7; 4746
2; 3; 8; 4950
2; 3; 9; 31267
2; 3; 10; 21967
2; 3; 11; 4767
2; 3; 12; 28082
